Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
9,drone_8,7.7399,12.3315,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
9,drone_9,16.3720,10.4849,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_0,7.7703,14.1818,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_1,3.7426,12.9354,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_2,8.8574,3.1820,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_3,8.8723,4.3178,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_4,4.2603,9.7887,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_5,6.5716,17.1974,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_6,6.6850,14.2008,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_7,18.7314,6.8625,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_8,7.9314,12.3894,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
10,drone_9,-100.0000,-100.0000,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
11,drone_0,7.6189,14.3125,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
11,drone_1,3.9351,12.8812,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
11,drone_2,8.9866,3.3346,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
11,drone_3,9.0330,4.4369,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
11,drone_4,4.4601,9.7798,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
11,drone_5,6.7683,17.1611,17.0000,17.0000,"7.208,18.383,0.722;11.575,3.210,0.881;18.515,11.839,0.964;1.398,4.404,0.279;14.185,14.115,0.299;13.020,13.957,0.289;10.834,12.520,0.228;4.030,0.895,0.821;4.727,6.449,0.241;10.549,5.951,0.218;12.757,2.925,0.236;10.869,1.595,1.128;10.214,6.926,1.586;16.294,2.530,1.398;13.301,3.528,2.066;7.107,6.527,1.348;19.075,9.028,1.392;19.149,19.512,0.229;15.718,12.415,0.372;5.203,7.673,0.262;6.100,8.238,0.652;14.405,2.101,1.823;11.011,18.616,0.275;10.007,14.392,0.951;12.090,11.474,0.349;11.706,4.383,1.319;8.105,17.569,0.348;9.384,10.047,0.672;10.023,7.256,1.583;12.826,1.174,1.108;16.257,0.715,1.143;13.837,12.875,2.336;1.479,1.103,1.152;13.366,3.772,1.938;4.812,0.747,1.352;13.880,18.818,0.339;11.019,17.409,1.151;10.669,18.802,0.428;9.847,5.945,1.026;17.828,13.869,0.214;1.550,1.378,2.353;7.521,5.413,0.362;10.848,18.288,1.274;0.729,17.828,1.193;12.463,7.631,0.968;19.518,1.600,0.418;3.330,1.775,1.503;18.277,11.691,1.076;8.770,6.431,0.603;7.901,7.166,1.928;11.880,19.270,0.396;8.033,9.759,0.912;0.957,3.620,0.969;14.244,17.096,0.340;10.144,15.744,0.469;1.704,5.005,1.738;10.708,6.130,0.981;0.258,15.932,0.426;4.654,3.851,0.804;12.710,14.824,1.000;4.903,8.705,0.602;17.752,12.604,2.307"
