Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_7,11.447,5.051,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
2,drone_8,11.853,4.172,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
2,drone_9,13.408,3.449,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_0,12.557,3.172,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_1,11.311,3.013,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_2,11.340,3.769,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_3,14.214,3.918,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_4,12.447,3.744,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_5,15.016,3.822,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_6,12.095,2.580,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_7,11.375,4.951,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_8,11.805,4.280,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
3,drone_9,13.508,3.497,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
4,drone_0,12.436,3.086,6.062,12.765,"7.061087869560222,7.312151271906094,1.9636953295115245;14.518542821049937,2.4085418108212466,0.8366462198339394;6.4082779381270365,5.570347911590479,0.36013151894448914;13.466269615431855,5.7142498088216005,1.578289307044757;10.03788172171778,9.558654408713203,0.4829446519850174;16.974301779199283,13.637776813557743,2.1198851251269057;13.671214394453063,13.173025475018221,1.2838950902385895;3.530638654490165,2.1437831507703837,1.0789832145299334;6.120490453700207,8.23184761142745,1.3806255036080424;12.666973674764144,6.091704071943278,0.4326851962842179;2.8002657594779903,2.4650807226603706,1.9270389009058775;7.994710254739722,16.49059957085618,0.47732919877189905;4.541457223301456,2.6927893920551287,0.31828555172809325;2.8933951292846456,8.05237247352537,1.9440962602941476;8.36920817144611,16.486411883536082,0.7140455734223093;11.064389725786189,13.77719016628135,1.2271902507398709;9.575100025068078,14.607444027387446,1.3610704046279891;11.5478729260211,8.573227979504061,1.3661974819318294;9.260010556354553,5.687654830673471,1.7286732042036168"
