Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
26,drone_3,10.4968,8.1801,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
26,drone_5,14.7631,7.6117,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
26,drone_6,13.9600,10.6084,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
26,drone_7,12.9315,9.0674,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
26,drone_9,16.1341,10.5766,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
27,drone_0,6.7142,17.6915,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
27,drone_3,10.6716,8.2772,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
27,drone_5,14.8547,7.7895,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
27,drone_6,14.1588,10.5871,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
27,drone_7,13.0448,9.2322,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
27,drone_9,16.2413,10.7454,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
28,drone_0,6.8983,17.7697,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
28,drone_3,10.8446,8.3776,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
28,drone_5,14.9448,7.9680,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
28,drone_6,14.3573,10.5622,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
28,drone_7,13.1585,9.3967,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
28,drone_9,16.3614,10.9054,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
29,drone_0,7.0865,17.8375,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
29,drone_3,11.0166,8.4796,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
29,drone_5,15.0335,8.1473,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
29,drone_6,14.5234,10.5729,17.0000,17.0000,"18.621,14.440,0.210;5.540,7.049,0.322;4.053,7.766,0.406;1.612,11.976,0.827;1.132,14.900,1.247;3.915,3.695,0.392;12.047,13.416,1.903;8.511,0.692,0.394;2.301,7.257,2.038;19.401,1.052,0.376;3.765,4.393,1.021;10.651,12.570,2.054;16.108,12.582,1.264;3.060,1.832,1.921;16.449,3.387,1.738;17.488,3.922,0.682;0.926,8.327,1.352;9.073,2.929,0.494;4.458,12.975,0.341;9.606,19.276,1.202;15.224,4.961,0.204;7.262,15.330,1.827;16.741,1.676,0.902;17.013,14.147,0.434;3.683,10.586,0.345;9.737,11.154,1.251;3.100,7.524,1.884;1.916,3.131,0.452;15.559,19.379,0.229;15.606,12.687,1.781;7.831,18.175,0.399;3.104,7.590,2.014;3.655,13.259,2.227;9.921,16.607,0.210;9.960,19.322,1.075;12.252,18.496,0.600;1.459,10.834,0.889;19.185,10.426,0.639;11.050,16.983,0.479;9.456,16.567,1.357;5.972,1.804,0.220;4.194,13.028,1.687;6.639,1.106,1.566;13.389,11.594,0.846;11.788,14.389,2.118;10.417,0.992,0.415;4.469,1.329,1.230;7.863,14.844,1.295;18.756,10.052,0.268;2.199,10.946,0.286;1.344,6.490,1.311"
